Date,Daily flow Rate,Gauge height flow,24h accumulated,sm_top_0_10cm,sm_10_40cm,sm_change_rate,saturation_index,flow_change_rate,flow_lag_1d,flow_lag_2d,rain_sum_3d,rain_sum_5d,rain_sum_7d,API,Avg_Slope,Elevation,Mean_TWI,Drainage_Density,Mean_CN,LULC_Forest_pct,LULC_Agriculture_pct,LULC_BuiltUp_pct,LULC_Grassland_pct,LULC_Water_pct,LULC_Barren_pct,flood_raw,flood_final
2009-01-20,404.0,3.2,0.0,16.45000013,48.56748072333334,-1.6756664866666675,29.29699236733334,-0.0122249388454157,409.0,405.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-01-21,401.0,3.19,0.0,15.992666563333335,50.772303263333335,-0.457333566666664,29.90452124333333,-0.0074257425558768,404.0,409.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-01-22,399.0,3.18,0.0,19.95866712,58.90166727666666,3.966000556666666,35.535867182666664,-0.004987531159632,401.0,404.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-01-23,390.0,3.16,0.0,16.617333093333333,44.805502573333335,-3.3413340266666687,27.89260088533333,-0.0225563909209113,399.0,401.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-01-24,386.0,3.15,0.0,16.76266702,51.64796702,0.145333926666666,30.71678702,-0.0102564102301117,390.0,399.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-01-25,382.0,3.14,0.0,16.59499995,45.31050364333333,-0.1676670700000002,28.08120142733333,-0.0103626942736717,386.0,390.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-01-26,378.0,3.13,0.0,17.697999953333333,55.75659942666667,1.1030000033333351,32.92143974266667,-0.0104712041610701,382.0,386.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-01-27,375.0,3.12,0.0,15.348999976666668,48.30698267333333,-2.348999976666665,28.53219305533333,-0.0079365079155118,378.0,382.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-01-28,373.0,3.12,0.0,15.547000250000002,36.15069834333334,0.1980002733333332,23.788479487333337,-0.0053333333191111,375.0,378.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-01-29,371.0,3.11,0.0,16.542333603333333,52.66806793,0.9953333533333312,30.992627334,-0.005361930280531,373.0,375.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-01-30,367.0,3.1,0.0,13.505333266666668,43.76230875666666,-3.037000336666665,25.60812346266667,-0.0107816711299685,371.0,373.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-01-31,363.0,3.09,0.0,14.968333876666668,48.547804516666666,1.46300061,28.400122132666667,-0.0108991825316098,367.0,371.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-01,359.0,3.08,0.0,19.10133361666667,50.62759526666667,4.132999740000001,31.71183827666667,-0.0110192837162003,363.0,367.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-02,355.0,3.07,0.0,14.635999676666666,47.51786295666667,-4.4653339400000025,27.788744988666668,-0.0111420612503006,359.0,363.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-03,353.0,3.06,0.0,14.649333316666665,47.806470233333336,0.013333639999999,27.912188083333334,-0.0056338028010315,355.0,359.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-04,348.0,3.05,0.0,14.568332990000002,45.09547806,-0.081000326666663,26.779191018,-0.0141643059088829,353.0,355.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-05,345.0,3.04,0.0,15.693999926666663,39.92563629333333,1.1256669366666614,25.38665447333333,-0.0086206896304003,348.0,353.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-06,342.0,3.03,0.0,13.50133292,44.34909820333333,-2.192667006666664,25.84043903333333,-0.0086956521487082,345.0,348.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-07,339.0,3.02,0.0,14.28333346,39.26015345,0.7820005400000003,24.274061456,-0.0087719297989124,342.0,345.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-08,338.0,3.02,0.0,14.863000233333333,47.61906941666666,0.5796667733333329,27.965427906666665,-0.002949852498673,339.0,342.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-09,335.0,3.01,0.0,14.32066663,45.98230362,-0.5423336033333328,26.985321426,-0.0088757396187108,338.0,339.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-10,335.0,3.01,0.0,14.32066663,45.98230362,0.0,26.985321426,0.0,335.0,338.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-11,363.0,3.09,0.0,14.968333876666668,48.547804516666666,0.6476672466666678,28.400122132666667,0.08358208930274,335.0,335.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-12,444.0,3.3,0.0,21.65533384,61.16513951666667,6.686999963333333,37.45925611066667,0.2231404952530565,363.0,335.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-13,413.0,3.22,0.0,17.566000303333333,55.402067820000006,-4.089333536666668,32.70042731,-0.0698198196625679,444.0,363.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-14,401.0,3.19,0.0,15.992666563333335,50.772303263333335,-1.5733337399999971,29.90452124333333,-0.0290556900022864,413.0,444.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-15,382.0,3.14,0.0,16.59499995,45.31050364333333,0.6023333866666629,28.08120142733333,-0.0473815460165048,401.0,413.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-16,378.0,3.13,0.0,17.697999953333333,55.75659942666667,1.1030000033333351,32.92143974266667,-0.0104712041610701,382.0,401.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-17,371.0,3.11,0.0,16.542333603333333,52.66806793,-1.1556663500000006,30.992627334,-0.0185185184695277,378.0,382.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-18,363.0,3.09,0.0,14.968333876666668,48.547804516666666,-1.5739997266666652,28.400122132666667,-0.021563342259937,371.0,378.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-19,360.0,3.08,0.0,14.40766684,41.95261637666667,-0.5606670366666684,25.425646654666668,-0.0082644627871502,363.0,371.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-20,356.0,3.07,0.0,13.40766684,41.04772694666666,-1.0,24.46369088266666,-0.0111111110802469,360.0,363.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-21,353.0,3.06,0.0,14.649333316666665,47.806470233333336,1.2416664766666656,27.912188083333334,-0.0084269662684635,356.0,360.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-22,349.0,3.05,0.0,14.1189998,46.42435328333334,-0.5303335166666656,27.04114119333333,-0.0113314447271063,353.0,356.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-23,347.0,3.04,0.0,16.980666476666666,53.07233301666667,2.861666676666667,31.417333092666667,-0.0057306590093677,349.0,353.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-24,338.0,3.02,0.0,14.863000233333333,47.61906941666666,-2.1176662433333338,27.965427906666665,-0.0259365993488858,347.0,349.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-25,335.0,3.01,0.0,14.32066663,45.98230362,-0.5423336033333328,26.985321426,-0.0088757396187108,338.0,347.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-26,330.0,3.0,0.0,13.542666756666668,41.979115166666666,-0.7779998733333322,24.917246120666668,-0.014925373089775,335.0,338.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-27,316.0,2.96,0.0,17.810000103333333,51.86777623333333,4.267333346666666,31.433110555333336,-0.0424242422956841,330.0,335.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-02-28,319.0,2.97,0.0,11.915333113333332,38.77160899,-5.894666990000001,22.657843464,0.0094936708560326,316.0,330.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-01,310.0,2.94,0.0,11.17333317,33.84092776,-0.7419999433333331,20.240371006,-0.0282131660557581,319.0,316.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-02,307.0,2.93,0.0,12.79833317,35.06068738333334,1.625,21.703274855333333,-0.0096774193236212,310.0,319.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-03,300.0,2.91,0.0,13.94933319,40.548641206666666,1.1510000200000017,24.58905639666667,-0.0228013028573247,307.0,310.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-04,303.0,2.92,0.0,12.23366642,38.34157816333333,-1.7156667700000003,22.67683111733333,0.0099999999666666,300.0,307.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-05,301.0,2.91,0.0,13.339999836666664,37.83114115333333,1.1063334166666632,23.13645636333333,-0.0066006600442222,303.0,300.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-06,305.0,2.93,0.0,13.671333313333331,39.450201670000006,0.3313334766666678,23.982880656000003,0.0132890365007008,301.0,303.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-07,301.0,2.91,0.0,13.339999836666664,37.83114115333333,-0.3313334766666678,23.13645636333333,-0.0131147540553614,305.0,301.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-08,297.0,2.9,0.0,16.29566669333333,37.34219805333333,2.955666856666668,24.71427923733333,-0.0132890365007008,301.0,305.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-09,289.0,2.88,0.0,12.761333149,36.95339584333333,-3.5343335443333306,22.438158226733336,-0.0269360268453332,297.0,301.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-10,283.0,2.86,0.0,17.099666276666667,36.24956512666666,4.338333127666667,24.759625816666663,-0.0207612456029022,289.0,297.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-11,275.0,2.83,0.0,15.756333349999998,38.11482620333333,-1.343332926666669,24.69973049133333,-0.0282685511368602,283.0,289.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-12,274.0,2.83,0.0,15.905999499999998,40.92707316,0.1496661499999998,25.914428964,-0.0036363636231404,275.0,283.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-13,268.0,2.81,0.0,16.070666313333334,44.071999866666665,0.1646668133333353,27.271199734666663,-0.021897810139059,274.0,275.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-14,267.0,2.81,0.0,11.84400018,35.34405008666666,-4.2266661333333335,21.244020142666667,-0.0037313432696591,268.0,274.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-15,264.0,2.8,0.0,13.376333236666667,44.42144902333333,1.5323330566666673,25.794379551333336,-0.0112359550140975,267.0,268.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-16,261.0,2.79,0.0,11.565999983333333,32.78922462333333,-1.8103332533333347,20.055289839333334,-0.0113636363205922,264.0,267.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-17,258.0,2.78,0.0,10.65299988,32.69736925666667,-0.9130001033333331,19.470747630666665,-0.0114942528295239,261.0,264.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-18,254.0,2.77,0.0,12.821999866666667,37.71212069,2.168999986666668,22.778048196,-0.0155038759088997,258.0,261.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-19,258.0,2.78,0.0,10.65299988,32.69736925666667,-2.168999986666668,19.470747630666665,0.0157480314340628,254.0,258.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-20,256.0,2.77,0.0,11.576000213333332,33.964168550000004,0.9230003333333324,20.531267548,-0.0077519379544498,258.0,254.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-21,264.0,2.8,0.0,13.376333236666667,44.42144902333333,1.8003330233333354,25.794379551333336,0.0312499998779296,256.0,258.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-22,278.0,2.84,0.0,13.212333363333334,38.95004908333333,-0.1639998733333332,23.507419651333336,0.0530303028294306,264.0,256.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-23,293.0,2.89,0.0,14.650666553333332,43.849535626666665,1.438333189999998,26.330214182666666,0.0539568343382847,278.0,264.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-24,293.0,2.89,0.0,14.650666553333332,43.849535626666665,0.0,26.330214182666666,0.0,293.0,278.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-25,290.0,2.88,0.0,12.13133335,33.57389704333334,-2.519333203333332,20.70835882733333,-0.0102389078148842,293.0,293.0,0.0,0.0,0.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-26,292.0,2.89,9.0,15.14566676,34.527540843333334,3.014333409999999,22.89841639333333,0.0068965517003567,290.0,293.0,9.0,9.0,9.0,0.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-27,304.0,2.92,0.0,12.365332923333334,30.29802704,-2.780333836666665,19.53841057,0.0410958902702195,292.0,290.0,9.0,9.0,9.0,9.0,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-28,332.0,3.0,0.0,14.978999773333332,47.85499954,2.6136668499999978,28.12939968,0.0921052628549169,304.0,292.0,9.0,9.0,9.0,8.1,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
2009-03-29,326.0,2.99,0.0,15.890666643333336,47.46842447666666,0.9116668700000048,28.521769776666662,-0.0180722891021919,332.0,304.0,0.0,9.0,9.0,7.29,51.46030188913976,2498.0926989085983,5.534685248064617,0.0002019858469333,83.78663,0.4257,0.1268,0.1818,0.1567,0.0448,0.0001,0,0
